Air temperature [K];Process temperature [K];Rotational speed [rpm];Torque [Nm];Tool wear [min];Temperature_difference;Power;Mechanical_stress;Type_L;Type_M;ID;Failure_Prediction;Failure_Probability;SHAP_Rotational_speed;SHAP_Power;SHAP_Tool_wear;SHAP_Temperature_difference;Key_factor;Risk_level;Maintenance_Recommendation;Suggested_Action
300;311;1659;31;203;11;51594;6313;1;0;1056;0;0,04435021515356191;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
300;311;1323;57;155;11;76601;8974;0;1;1057;0;0,05123868127021894;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
298;308;1301;51;138;9;66481;7051;1;0;1058;0;0,04843855436001896;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
299;310;1502;39;34;11;59779;1353;0;1;1059;0;0,01829726127068082;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
300;309;1580;38;102;8;60513;3906;1;0;1060;0;0,013791113052330148;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
304;313;1437;53;7;9;77454;377;0;1;1061;0;0,04034219341792181;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
302;311;1721;30;210;8;51802;6321;0;1;1062;0;0,18118487655929535;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
300;310;1754;27;84;10;48585;2326;1;0;1063;0;0,024850929391034882;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
301;309;1443;42;231;7;61616;9863;1;0;1064;1;0,5664195399232426;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Medio;Mantenimiento preventivo programado;Revisar Potencia
295;306;1650;28;35;10;46530;987;1;0;1065;0;0,016875059688387546;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
298;309;1582;40;103;11;63754;4150;1;0;1066;0;0,010715264674832047;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
300;310;1351;46;165;9;63361;7738;1;0;1067;0;0,06180768064846934;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
300;310;1572;36;167;9;56906;6045;0;1;1068;0;0,018451078362581468;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
297;307;1880;23;146;9;43804;3401;0;0;1069;0;0,014616868499433123;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
304;313;1412;47;150;9;67070;7125;1;0;1070;0;0,027210384123018284;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
297;308;1545;35;120;10;55465;4308;0;0;1071;0;0,0080762398497878;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
297;307;1310;57;70;10;75849;4053;0;1;1072;0;0,05332799854572556;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
301;310;1460;53;74;9;78256;3966;0;1;1073;0;0,04321811783903402;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
298;307;1593;32;118;9;51294;3799;0;0;1074;0;0,01106218850466038;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
300;311;1332;54;111;11;72727;6060;1;0;1075;0;0,056425375316706675;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
301;310;1798;22;59;9;40095;1315;0;0;1076;0;0,027060547532345616;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
299;308;1449;39;105;9;57380;4158;0;1;1077;0;0,013474990512783825;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
298;308;1461;48;68;10;70128;3264;1;0;1078;0;0,01689490840253046;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
298;308;1425;41;11;10;59707;460;0;1;1079;0;0,012423932865668338;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
298;310;1442;42;153;11;61861;6563;0;1;1080;0;0,016568345173805937;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
300;311;1592;32;82;10;52376;2697;0;1;1081;0;0,008316522405323932;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
297;308;1793;23;28;10;42852;669;0;0;1082;0;0,012234282445076098;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
301;311;1467;48;43;9;70562;2068;0;1;1083;0;0,0169823176256534;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
298;310;1455;44;107;11;65329;4804;0;0;1084;0;0,014163036171283915;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
295;306;1329;55;135;10;73493;7465;0;0;1085;0;0,06087169562766598;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
301;311;1444;39;197;10;57471;7840;1;0;1086;0;0,05365175409900983;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
298;309;1501;44;48;11;67094;2145;0;1;1087;0;0,010174069155813575;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
302;310;1349;55;187;7;74329;10303;1;0;1088;1;0,9726601234170733;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Alto;Intervención inmediata;Acción crítica inmediata sobre Potencia
301;311;1605;40;179;9;64200;7160;0;1;1089;0;0,012697714837817651;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
300;309;1458;46;23;9;68380;1078;0;1;1090;0;0,014782765495450805;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
302;311;1453;45;174;9;65530;7847;0;1;1091;0;0,018440107223120002;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
301;310;1550;41;197;8;64325;8175;1;0;1092;0;0,07175332032839622;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
302;310;1401;48;177;7;68368;8637;1;0;1093;1;0,5317990174342917;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Medio;Mantenimiento preventivo programado;Revisar Potencia
297;308;1773;23;169;11;42197;4022;1;0;1094;0;0,014839496656385261;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
302;311;1395;54;198;9;75609;10731;1;0;1095;0;0,29395182561277705;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
303;311;1394;45;144;8;63148;6523;1;0;1096;1;0,5450050090496066;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Medio;Mantenimiento preventivo programado;Revisar Potencia
299;309;1394;45;179;10;62869;8072;1;0;1097;0;0,035591025740957426;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
301;311;1553;35;26;10;55597;930;1;0;1098;0;0,01008896996621229;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
300;311;1378;47;64;11;65455;3040;1;0;1099;0;0,033917336856085466;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
296;307;1616;28;175;10;45248;4900;1;0;1100;0;0,019733737658703066;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
301;309;1440;43;100;8;62496;4340;1;0;1101;0;0,03774586582154554;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
302;310;1429;43;191;7;61732;8251;0;1;1102;0;0,13536683524997126;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
298;308;1500;37;210;9;55650;7791;0;1;1103;1;0,5292489095918027;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Medio;Mantenimiento preventivo programado;Revisar Potencia
300;311;1492;41;128;11;62365;5350;1;0;1104;0;0,009782181124403964;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
299;309;1766;24;158;9;43443;3886;1;0;1105;0;0,02307882710055457;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
302;311;1347;54;125;9;73142;6787;0;1;1106;0;0,21064724322099107;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
299;309;1381;44;88;9;62006;3951;0;1;1107;0;0,034108342385652315;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
301;310;1568;35;23;9;55193;809;1;0;1108;0;0,020805018291347798;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
302;311;1658;31;2;9;51398;62;0;1;1109;0;0,015438447924990434;0,11201586996787766;1,8769027036943176;1,4753588228529009;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
302;311;1462;50;51;9;73100;2550;1;0;1110;0;0,024951431244939783;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
298;310;1409;54;140;11;77213;7672;1;0;1111;0;0,05293171069028273;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
298;308;1388;53;83;10;74258;4440;0;0;1112;0;0,050828989381071964;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
302;311;1632;34;18;9;55814;615;1;0;1113;0;0,015510798720907992;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
298;308;1589;37;137;10;58951;5082;0;1;1114;0;0,009940890177909676;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
297;308;1533;37;115;10;57334;4301;1;0;1115;0;0,009589071625561368;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
300;312;1496;40;175;11;59840;7000;1;0;1116;0;0,005320502979773873;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
297;308;1352;53;171;11;71656;9063;0;1;1117;0;0,04911429370218113;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
300;309;1557;33;84;8;52626;2839;0;1;1118;0;0,013096622381636317;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
299;310;1623;33;210;11;53559;6930;1;0;1119;1;0,5900090758671471;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Medio;Mantenimiento preventivo programado;Revisar Potencia
300;310;1633;27;0;9;45397;0;1;0;1120;0;0,026026756371862483;-0,0010416336151943912;3,125048442483204;-0,33484602661259355;0,09092295302134024;Potencia;Bajo;Operación normal;Monitoreo rutinario
300;310;1463;45;196;10;66566;8918;0;1;1121;0;0,05316052132608805;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
296;308;1510;39;29;11;59494;1142;1;0;1122;0;0,011272960832439711;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
299;308;1368;47;175;9;64569;8260;1;0;1123;0;0,05315785059921539;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
298;309;1489;40;89;10;60453;3613;1;0;1124;0;0,010021984994337126;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
300;309;1513;32;117;9;49777;3849;1;0;1125;0;0,01763581482870178;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
298;309;1365;48;56;10;66475;2727;0;1;1126;0;0,042217490523599986;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
301;310;1384;50;88;9;69338;4408;1;0;1127;0;0,1013461939590133;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
301;309;1668;30;158;8;51374;4866;1;0;1128;0;0,0176876599076674;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
302;310;1470;41;156;8;60564;6427;1;0;1129;0;0,04983681290932253;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
297;309;1290;49;43;11;64241;2141;1;0;1130;0;0,03943435106228523;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
303;312;1475;42;85;8;63277;3646;0;1;1131;0;0,01863426247672327;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
297;308;1404;50;97;11;70621;4879;0;0;1132;0;0,027315395440017317;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
302;310;1841;23;119;8;43447;2808;0;0;1133;0;0,04732251619897318;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
298;309;1472;46;199;10;67712;9154;0;1;1134;0;0,03581233057238535;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
304;313;1470;39;70;9;58653;2793;1;0;1135;0;0,013322696313110541;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
298;309;1472;39;14;11;57555;547;1;0;1136;0;0,010715264674832047;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
301;310;1425;51;173;8;72817;8840;1;0;1137;0;0,14177228814354417;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
296;307;1446;45;180;10;66371;8262;0;1;1138;0;0,02925494649593738;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
301;310;1354;50;169;8;67700;8450;1;0;1139;1;0,8259961220438953;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Alto;Intervención inmediata;Acción crítica inmediata sobre Potencia
297;308;1615;32;184;11;52649;5998;0;1;1140;0;0,019751566753238504;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
295;306;1477;45;40;10;66465;1800;0;1;1141;0;0,011783547092480876;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
299;311;1616;42;180;11;68356;7613;0;1;1142;0;0,024724989114573676;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
303;311;1664;29;186;8;49587;5542;1;0;1143;0;0,044944229033763966;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
296;307;1557;36;63;11;56830;2299;0;0;1144;0;0,010840005498833679;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
301;310;1400;49;211;9;69300;10444;0;0;1145;1;0,5576893635179951;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Medio;Mantenimiento preventivo programado;Revisar Potencia
300;310;1545;35;16;10;55002;569;0;1;1146;0;0,015648845540619485;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
302;310;1891;22;135;8;42925;3064;1;0;1147;0;0,049740471457402166;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
298;309;1490;35;171;11;53491;6138;0;0;1148;0;0,011457956292235656;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
304;313;1732;26;126;9;45378;3301;0;1;1149;0;0,01388589686026278;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
302;312;1763;26;184;9;46719;4876;1;0;1150;0;0,01739344673468222;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
299;309;1951;21;102;9;41751;2182;1;0;1151;0;0,020519827359097527;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
298;310;1313;56;171;11;74578;9712;0;1;1152;0;0,07314138951053635;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
299;310;1737;26;144;10;45335;3758;1;0;1153;0;0,027166310928404446;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
300;311;1481;38;181;10;57018;6968;1;0;1154;0;0,021338766541215207;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
298;308;1392;44;111;10;62361;4972;0;0;1155;0;0,020721608541598997;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
298;310;1678;32;4;11;55038;131;0;1;1156;0;0,014163036171283915;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
304;313;1411;46;149;9;64906;6854;1;0;1157;0;0,027210384123018284;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
300;311;1487;43;78;11;63941;3354;1;0;1158;0;0,009782181124403964;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
298;310;1679;35;14;11;60108;501;0;1;1159;0;0,014163036171283915;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
298;309;1478;36;182;11;53947;6643;0;1;1160;0;0,03159337092371311;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
298;309;1721;29;170;10;50597;4998;0;1;1161;0;0,012189749250562142;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
301;311;1871;26;132;9;48646;3432;0;0;1162;0;0,01358971008933355;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
301;311;1465;39;153;9;58453;6104;0;1;1163;0;0,010882882656060786;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
298;309;2056;18;144;11;38447;2692;0;1;1164;0;0,03994568048667176;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
297;307;1500;39;175;10;59850;6982;1;0;1165;0;0,011275794740172469;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
298;308;1390;53;88;10;74921;4743;1;0;1166;0;0,04757653790261478;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
299;309;1772;24;113;9;43945;2802;1;0;1167;0;0,020519827359097527;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
300;309;1471;45;223;8;66489;10079;0;0;1168;0;0,3536901244117104;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Medio;Mantenimiento preventivo programado;Revisar Potencia
297;307;1420;39;192;10;56515;7641;0;0;1169;0;0,0344667147711282;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
300;311;1497;43;198;11;65269;8632;1;0;1170;0;0,037080493072676766;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
300;311;1395;43;215;11;60961;9395;1;0;1171;0;0,3169800573277136;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Medio;Mantenimiento preventivo programado;Revisar Potencia
297;308;1488;36;71;11;54163;2584;1;0;1172;0;0,008704533515408614;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
301;312;1540;34;113;11;52514;3853;1;0;1173;0;0,00600371916074752;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
298;308;1622;34;67;9;56607;2338;1;0;1174;0;0,01097285139598896;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
299;310;1421;41;149;11;58545;6138;0;0;1175;0;0,02138945226530759;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
301;311;1799;21;206;10;39038;4470;1;0;1176;0;0,28431091306833806;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
300;311;1476;48;189;11;71881;9204;1;0;1177;0;0,03743906760836779;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
303;311;1372;54;117;8;74499;6353;0;1;1178;1;0,954033106523485;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Alto;Intervención inmediata;Acción crítica inmediata sobre Potencia
301;310;1369;45;156;8;62152;7082;0;0;1179;1;0,6731321408280666;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Alto;Intervención inmediata;Acción crítica inmediata sobre Potencia
295;306;1892;21;72;10;41056;1562;1;0;1180;0;0,016875059688387546;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
302;311;1744;30;116;9;52843;3514;0;0;1181;0;0,015438447924990434;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
300;310;1790;25;123;10;46003;3161;0;1;1182;0;0,023612825285533795;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
298;308;1612;32;10;9;52551;326;0;0;1183;0;0,010418782968687458;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
298;307;1485;42;117;9;62370;4914;0;1;1184;0;0,010418782968687458;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
297;307;1456;50;166;10;72800;8300;1;0;1185;0;0,018237969954079305;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
304;313;1327;54;57;9;71790;3083;1;0;1186;0;0,10255612480774949;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
297;307;1432;40;132;9;57566;5306;0;0;1187;0;0,012078437575819785;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
297;308;1423;38;154;10;54074;5852;1;0;1188;0;0,010758880990564924;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
298;310;1402;69;64;11;97719;4460;0;1;1189;1;0,9569594912267643;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Alto;Intervención inmediata;Acción crítica inmediata sobre Potencia
300;311;1575;29;210;11;46935;6258;0;1;1190;0;0,4976796616429941;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Medio;Mantenimiento preventivo programado;Revisar Potencia
301;311;1570;41;202;10;65312;8403;1;0;1191;0;0,03821037557948648;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
298;308;1668;35;77;9;58713;2710;1;0;1192;0;0,01097285139598896;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
297;308;1424;53;120;10;76753;6468;0;1;1193;0;0,02514093043825561;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
